gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160255	60156.03275816902	3.1330572825090717	0.14508240992647636	21.59501819756658	2.0006500237551928e-103	4.581488554399391e-101
ENSG00000156265	31990.99986651418	3.002068307352701	0.14514593695068212	20.68310260984259	4.917422659788109e-95	5.630448945457385e-93
ENSG00000180509	35047.97280773958	3.2336583073042005	0.17059375237025765	18.955314965379564	3.9915712428634985e-80	3.0468993820524704e-78
ENSG00000142192	47700.95406580114	3.092220365760556	0.182330012950835	16.95946989590994	1.6381566210166322e-64	9.378446655320219e-63
ENSG00000183527	7913.5105850149175	2.834781761004354	0.16852631214995922	16.82100394199506	1.712322801840223e-63	7.842438432428222e-62
ENSG00000159128	10520.071117224328	2.496331873409178	0.15275738241608203	16.341808388740553	4.97550382187644e-60	1.898983958682841e-58
ENSG00000142168	6495.056222902352	2.9856566379326557	0.22461490924348385	13.29233508135556	2.564483335754611e-40	8.389524055540085e-39
ENSG00000160307	4690.037879468293	3.358676454936243	0.2878433551541377	11.66841754306852	1.8482924198859562e-31	5.29073705192355e-30
ENSG00000159197	1665.5746045586413	2.239433812096298	0.20255797679168755	11.05576708242575	2.05571929952648e-28	5.230663551017376e-27
ENSG00000160284	7006.311154005297	3.450247451874188	0.5545273361182887	6.221960987579159	4.909791362404054e-10	1.1243422219905282e-8
ENSG00000183421	2747.2049391417813	-0.635817321378363	0.17902331578728442	-3.5515894596312885	3.8291179971368416e-4	0.007971527466766697
ENSG00000166265	1156.2547791483048	-0.6738776000139756	0.207635928104573	-3.24547686022135	0.001172540934577756	0.02237598950152551
ENSG00000156256	5806.345846718235	-0.44479343906095564	0.1452366036818112	-3.0625436548724503	0.0021946446147295493	0.038659508982543604
